Name,Screen,Main Camera,Selfie Camera,Rom,Ram,Pin,Price
Vsmart Joy 1 Chính hãng, 5.45inches,13 MP,5 MP, 32 GB, 3 GB,"Pin: 3000 mAh, Quick Charge 3.0",1.990.000 Đ
LG G8 ThinQ 128Gb Ram 6Gb - Hàn Quốc," 6.1 inches, 91.0 cm2, Amoled","12 MP, f/1.5, 27mm (standard), 1.4µm, OIS, PDAF & laser AF - 16 MP, f/1.9, 16mm (ultrawide), 1/3.1"", 1.0µm, no AF - 12 MP, 52mm (telephoto), f/2.4, 1.0µm, 2x optical zoom, OIS, PDAF","8 MP, f/1.7, 26mm (wide), 1.22µm, AF", 128 GB, 6GB,Pin: Li-Po 3500 mAh battery,17.490.000 Đ
Meizu M8 Lite," 5.7 inch, HD",13 MP,5 MP, 32 GB, 3 GB,Pin: 3200 mAh,Liên hệ
Meizu M8 Chính Hãng," 5.7 inch, HD",12M + 5MP,5 MP, 64 MB, 4 GB,Pin: 3100 mAh,Liên hệ
Meizu M8 Note chính hãng," IPS LCD 6.0 inch, Full HD+",12M + 5MP,8.0 MP, 64 GB, 4 GB,Pin: Li-Ion 3600 mAh,Liên hệ
Meizu X8 Chính hãng," IPS LCD 6.2""",12M + 5MP,20 MP, 64 GB, 4 GB,Pin: 3210 mAh,1.000.000 Đ
Samsung Galaxy A20s 4Gb/64Gb Chính Hãng," 6.5 inches, 105.5 cm2","Triple: 13 MP, f/1.8, PDAF 8 MP, f/2.2, 13mm (ultrawide) 5 MP, f/2.2, depth sensor","8 MP, f/2.0", 64 GB, 4 GB,Pin: Fast battery charging 15W,3.990.000 Đ
Motorola Droid Turbo 2 Likenew," AMOLED, 5.4"", Quad HD (2K)",21 MP,5.0 MP, 32/64 GB, 3 GB,Pin: Li-Po 3760 mAh,5.490.000 Đ
Motorola Moto X Style cũ likenew," IPS LCD, 5.7″, Quad HD (2K)",21 MP,5.0 MP, 16/32/64 GB, 2 GB,Pin: Li-Ion 3000 mAh,4.390.000 Đ
Motorola X Gen 2 Chính Hãng," Super AMOLED, 5.2"", Full HD",13 MP,2.0 MP, 16/32 GB, 2 GB,Pin: Li-Ion 2300 mAh,3.690.000 Đ
Motorola Moto X4 (XT1900) Chính hãng," IPS LCD, 5.2"", Full HD",Dual 12 MP,16 MP, 32 GB, 3 GB,Pin: Li-Ion 3000 mAh,9.990.000 Đ
iPhone X Mới Nguyên Seal Chưa Active (VN/A Chính Hãng - Brandnew)," Super Retina OLED 5.8""",Dual 12 MP,7.0 MP, 256/64 GB, 3 GB,Pin: Li-Ion 2716 mAh,17.590.000 Đ
Xiaomi Redmi Note 4 Chính hãng DDTM 64GB Ram 3GB," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 64 GB, 3 GB,Pin: Li-Po 4100 mAh,3.690.000 Đ
Xiaomi Redmi Note 4 Chính hãng DDTM 32GB Ram 3GB," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 32 GB, 3 GB,Pin: Li-Po 4100 mAh,3.390.000 Đ
Xiaomi Mi 6 Chính hãng DGW 128GB Ram 6GB," IPS LCD, 5.15"", Full HD",Dual 12 MP,8.0 MP, 128 GB, 6 GB,Pin: Li-Po 3350 mAh,10.790.000 Đ
Xiaomi Mi 6 Chính hãng DGW 64GB Ram 6GB," IPS LCD, 5.15"", Full HD",Dual 12 MP,8.0 MP, 64 GB, 6 GB,Pin: Li-Po 3350 mAh,9.890.000 Đ
Xiaomi Mi Note 3 128GB Ram 6GB," 5.5 inches, 83.4 cm2",Dual 12 MP,16 MP, 128 GB, 6 GB,Pin: Li-Ion 3500 mAh,6.490.000 Đ
Oppo F5 Youth chính hãng," IPS LCD, 6.0"", Full HD",13 MP,16 MP, 32 GB, 3 GB,Pin: Li-on 3200 mAh,5.990.000 Đ
Oppo F5 Ram 6G chính hãng," IPS LCD, 6.0"", Full HD",16 MP,20 MP, 64 GB, 6 GB,Pin: Li-on 3200 mAh,8.990.000 Đ
Oppo F5 Ram 4G chính hãng," IPS LCD, 6.0"", Full HD",16 MP,20 MP, 32 GB, 4 GB,Pin: Li-on 3200 mAh,6.990.000 Đ
Vsmart Joy 1+ Chính hãng," IPS LCD, 6.2"" , HD+","13MP+2MP, 1080p @ 30fps, Flash LED","16MP, 1080p @ 30fps, flash LED,f/2.0", 32 GB, 3 GB,Pin: 4000 mAh,2.690.000 Đ
Samsung Galaxy A8s Chính Hãng," 6.39 inches, 100.2 cm2","Triple: 24 MP, PDAF 10 MP, AF 5 MP, depth sensor",24 MP, 128 GB, 6 GB,Pin: ,1.000.000 Đ
Samsung Galaxy Note 8 chính hãng," Super AMOLED, 6.3"", Quad HD (2K)",Dual 12 MP,8.0 MP, 128/256/64 GB, 6 GB,Pin: Li-Ion 3300 mAh,9.990.000 Đ
Samsung Galaxy J3 Pro 2017 chính hãng," PLS LCD, 5"", HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2400 mAh,3.690.000 Đ
Samsung Galaxy J7 Pro Chính Hãng," Super AMOLED, 5.5"", Full HD",13 MP,13 MP, 32 GB, 3 GB,Pin: Li-Ion 3600 mAh,5.490.000 Đ
Samsung Galaxy J7 Prime chính hãng," PLS LCD, 5.5"", Full HD",13 MP,8.0 MP, 32 GB, 3 GB,Pin: Li-Ion 3300 mAh,4.590.000 Đ
Samsung Galaxy J2 Prime chính hãng," PLS LCD, 5"", HD",8.0 MP,5.0 MP, 8 GB, 1.5 GB,Pin: Li-Ion 2600 mAh,2.390.000 Đ
Samsung Galaxy S7 chính hãng," Super AMOLED, 5.1"", Quad HD (2K)",12 MP,5.0 MP, 32/64 GB, 4 GB,Pin: Li-Ion 3000 mAh,10.490.000 Đ
Samsung Galaxy S7 Edge chính hãng," Super AMOLED, 5.5"", Quad HD (2K)",12 MP,5.0 MP, 32/64 GB, 4 GB,Pin: Li-Ion 3600 mAh,13.990.000 Đ
KYOCERA URBANO L03 (KYY23) cũ," IPS LCD, 5.0"", Full HD",12 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Ion 3000 mAh,1.090.000 Đ
Samsung Galaxy J6 Plus (J6+) Chính Hãng," 6.0 inches, 91.4 cm2","Dual : 13 MP, f/1.9, 28mm, AF 5 MP, f/2.2, depth sensor","8 MP, f/1.9, LED flash", 32 GB, 3 GB,Pin: Li-Ion 3300 mAh,3.650.000 Đ
Samsung Galaxy A7 2018 128Gb Chính Hãng," 6.0 inches, 91.4 cm2","Triple: 24 MP, f/1.7, PDAF 8 MP, f/2.4, 13mm (ultrawide) 5 MP, f/2.2, depth sensor","24 MP, f/2.0", 128 GB, 6 GB,Pin: Li-Ion 3300 mAh,6.090.000 Đ
Samsung Galaxy A9 2018 Chính Hãng," 6.3 inches, 100.7 cm2","Four: 24 MP, f/1.7, PDAF 8 MP, f/2.4, 12mm (ultrawide) 10 MP f/2.4, (telephoto), 2x optical zoom 5 MP, f/2.2, depth sensor","24 MP, f/2.0", 128 GB, 6 GB,Pin: Li-Ion 3800 mAh,5.990.000 Đ
Nokia N1," IPS LCD, 7.9"", QXGA",8.0 MP,5.0 MP, 32 GB, 2 GB,Pin: Li-Po 5300 mAh,3.490.000 Đ
BlackBerry Playbook 3G-wifi 32GB," TFT, 7.0"", VGA",5.0 MP,3 MP, 32 GB, 1 GB,Pin: Li-Po 5300 mAh,1.290.000 Đ
Blackberry Playbook Wifi," IPS LCD, 7.0"", HD",5.0 MP,3 MP, 16 GB, 1 GB,Pin: Li-Po 5400 mAh,1.090.000 Đ
Asus Pegasus X003," IPS LCD, 5.0"", HD",8.0 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 2500 mAh,1.990.000 Đ
Asus Zenfone 4 Max Pro chính hãng," IPS LCD, 5.5"", HD",Dual 16 MP,16 MP, 32 GB, 2 GB,Pin: Li-Po 5000 mAh,4.550.000 Đ
Asus Zenfone Live ZB501KL chính hãng," IPS LCD, 5.0"", HD",13 MP,5.0 MP, 16/32 GB, 2 GB,Pin: Li-Ion 2650 mAh,2.990.000 Đ
ASUS ZenFone C PLus (Ram 2GB) chính hãng," IPS LCD, 4.5"", WVGA",5.0 MP,VGA, 8 GB, 1 GB,Pin: Li-Ion 2100 mAh,2.290.000 Đ
Asus Zenfone Selfie ZD551KL Chính hãng," IPS LCD, 5.5"", Full HD",13 MP,13 MP, 16/32 GB, 2 GB,Pin: Li-Po 3000 mAh,2.990.000 Đ
Asus Zenfone 2 Chính Hãng (2.3 Ghz/4G/64G)," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 64 GB, 4 GB,Pin: Li-Po 3000 mAh,3.390.000 Đ
Asus Zenfone 2 Chính Hãng (2.3Ghz /4G/32G)," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 32 GB, 4 GB,Pin: Li-Po 3000 mAh,3.390.000 Đ
Asus Zenfone 2 Chính Hãng (1.8Ghz /2G/32G)," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 32 GB, 2 GB,Pin: Li-Po 3000 mAh,2.790.000 Đ
Asus Zenfone 2 Chính Hãng (1.8Ghz /2G/16G)," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 3000 mAh,2.590.000 Đ
Asus Zenfone 2 Laser (ZE550KL) Chính Hãng," IPS LCD, 5.5"", HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 3000 mAh,2.690.000 Đ
Asus ZenFone 2 Laser (ZE500KG) Chính Hãng," IPS LCD, 5.5"", HD",8.0 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 2070 mAh,3.390.000 Đ
Asus Zenfone 2 ZE500CL Chính Hãng," IPS LCD, 5.0"", HD",8.0 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Po 2500 mAh,3.190.000 Đ
Asus Zenfone Max ZC550KL," IPS LCD, 5.5"", HD",13 MP,5.0 MP, 32 GB, 2 GB,Pin: Li-Ion 5000 mAh,2.990.000 Đ
Asus Zenfone 3s Max ZC521TL," IPS LCD, 5.2"", HD",13 MP,8.0 MP, 32 GB, 3 GB,Pin: Li-Ion 5000 mAh,Liên hệ
Asus Zenfone 3 Max ZC553KL," IPS LCD, 5.5"", Full HD",16 MP,8.0 MP, 32 GB, 3 GB,Pin: Li-Ion 4100 mAh,4.990.000 Đ
Asus Zenfone Go (ZC500TG) chính hãng," IPS LCD, 5.0"", HD",16 MP,8.0 MP, 16 GB, 2 GB,Pin: Li-Po 2070 mAh,2.690.000 Đ
Asus Zenfone 6 (A601CG) chính hãng," IPS LCD, 6.0"", HD",13 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Po 3300 mAh,4.990.000 Đ
Asus Zenfone 5 chính hãng (A501CG)," IPS LCD, 6.0"", HD",8.0 MP,2.0 MP, 8 GB, 2 GB,Pin: Li-Po 2110 mAh,2.990.000 Đ
ASUS ZenFone C (ZC451CG) Chính Hãng," IPS LCD, 4.5"", WVGA",5.0 MP,VGA, 8 GB, 1 GB,Pin: Li-Ion 2100 mAh,1.290.000 Đ
ASUS ZenFone 4 A400 (pin 1600 mAh) chính hãng," TFT, 4.0"", WVGA",5.0 MP,VGA, 4/8 GB, 1 GB,Pin: Li-Po 1600 mAh,1.790.000 Đ
"Asus Zenfone 5 16G (A500CG Ram 2G, 16G)"," IPS LCD, 5.0"", HD",8.0 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Po 2110 mAh,3.760.000 Đ
Asus Zenfone 5 chính hãng (A501CG)," IPS LCD, 5.0"", HD",8.0 MP,2.0 MP, 8 GB, 2 GB,Pin: Li-Po 2110 mAh,2.990.000 Đ
Asus Zenfone 5 Công Ty (A501CG)," IPS LCD, 5.0"", HD",8.0 MP,2.0 MP, 8 GB, 2 GB,Pin: Li-Po 2110 mAh,3.590.000 Đ
"Asus Zenfone 2 ZE551ML (1.8Ghz,Ram 4Gb, 32G)"," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 32 GB, 4 GB,Pin: Li-Po 3000 mAh,3.190.000 Đ
Asus PadFone S (PF500KL) chính hãng," IPS LCD, 5.0"", Full HD",13 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Po 2300 mAh,2.990.000 Đ
ASUS ZenFone 4 A450 chính hãng," IPS LCD, 4.5"", WVGA",8.0 MP,VGA, 8 GB, 1 GB,Pin: Li-Po 1750 mAh,2.290.000 Đ
Asus Zenfone 3 Ultra Chính hãng," IPS LCD, 6.8"", Full HD",23 MP,8.0 MP, 128/32/64 GB, 3 GB,Pin: Li-Ion 4600 mAh,Liên hệ
Asus Zenfone 3 Deluxe chính hãng," AMOLED, 5.7"", Full HD",23 MP,8.0 MP, 128/256/64 GB, 4 GB,Pin: Li-Ion 3000 mAh,Liên hệ
Asus Zenfone 3," Super IPS LCD, 5.5"", Full HD",16 MP,8.0 MP, 32/64 GB, 3 GB,Pin: Li-Ion 3000 mAh,Liên hệ
Asus Zenfone Max Chính hãng," IPS LCD, 5.5"", HD",13 MP,5.0 MP, 16/8 GB, 2 GB,Pin: Li-P 5000 mAh,4.490.000 Đ
Asus Zenfone 2 (Ram 2Gb)," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 16/32/64 GB, 2 GB,Pin: Li-Po 3000 mAh,Liên hệ
Massgo E3 chính hãng," IPS LCD, 5.0"", HD",10.3 MP,3.2 MP, 16 GB, 2 GB,Pin: Li-Ion 4300 mAh,2.390.000 Đ
Massgo Vi2s Chính hãng," IPS LCD, 5.0"", HD",8.0 MP,3.2 MP, 8 GB, 1 GB,Pin: Li-Ion 2300 mAh,2.390.000 Đ
Massgo Vi2 Chính hãng," IPS LCD, 5.0"", HD",10.3 MP,3.2 MP, 8 GB, 1 GB,Pin: Li-Ion 2500 mAh,1.490.000 Đ
Massgo T5 chính hãng," IPS LCD, 5.0"", HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2500 mAh,2.990.000 Đ
Massgo One chính hãng," IPS LCD, 5.0"", HD",8.0 MP,3.2 MP, 8 GB, 1 GB,Pin: Li-Ion 3000 mAh,1.490.000 Đ
Massgo Vi5 Plus chính hãng," IPS LCD, 5.5"", Full HD",8.0 MP,3.2 MP, 16 GB, 2 GB,Pin: Li-Ion 3000 mAh,3.090.000 Đ
Massgo Vi5 chính hãng," IPS LCD, 5.0"", HD",8.0 MP,3.2 MP, 16 GB, 2 GB,Pin: Li-Ion 2300 mAh,2.690.000 Đ
Massgo Vi3 Chính hãng," IPS LCD, 5.0"", HD",13 MP,3.2 MP, 16 GB, 1 GB,Pin: Li-Ion 2100 mAh,2.990.000 Đ
Infinix Note 3 chính hãng(X601)," IPS LCD, 6.0"", Full HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 4500 mAh,3.990.000 Đ
Infinix Hot S chính hãng (X521)," IPS LCD, 5.2"", HD",13 MP,8.0 MP, 16 GB, 2 GB,Pin: Li-Po 3000 mAh,2.990.000 Đ
Infinix Zero 4 chính hãng," IPS LCD, 5.5"", Full HD",16 MP,8.0 MP, 32 GB, 3 GB,Pin: Li-Po 3200 mAh,5.490.000 Đ
Infinix Hot 4 chính hãng (X557)," IPS LCD, 5.5"", HD",8.0 MP,5.0 MP, 32 GB, 2 GB,Pin: Li-Po 4000 mAh,2.490.000 Đ
Infinix S2 chính hãng," IPS LCD, 5.2"", HD",13 MP,Dual 8 MP, 16 GB, 2 GB,Pin: Li-Po 3000 mAh,3.990.000 Đ
Wmobile S1 ( WS1 ) Ram 4Gb/64Gb Chính Hãng," IPS LCD, 5.5"", Full HD",13 MP,5.0 MP, 64 GB, 4 GB,Pin: Li-Po 3000 mAh,2.990.000 Đ
Vivo V3," IPS LCD, 5.0"", HD",13 MP,8.0 MP, 16/32 GB, 3 GB,Pin: Li-Ion 2550 mAh,3.490.000 Đ
Vivo V3 Max," IPS LCD, 5.5"", Full HD",13 MP,8.0 MP, 32 GB, 4 GB,Pin: Li-Ion 3000 mAh,4.990.000 Đ
Vivo Y55s chính hãng," IPS LCD, 5.2"", HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2730 mAh,2.890.000 Đ
Vivo V5 plus chính hãng," IPS LCD, 5.5"", Full HD",16 MP,Dual 20 MP, 64 GB, 4 GB,Pin: Li-Ion 3160 mAh,9.990.000 Đ
Vivo V5s chính hãng," IPS LCD, 5.5"", HD",13 MP,Dual 20 MP, 64 GB, 4 GB,Pin: Li-Ion 3000 mAh,3.990.000 Đ
Vivo Y55 chính hãng," IPS LCD, 5.2"", HD",8.0 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2720 mAh,2.690.000 Đ
Vivo Y53 chính hãng," IPS LCD, 5.0"", qHD",8.0 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2500 mAh,2.990.000 Đ
Vivo V5 chính hãng," IPS LCD, 5.5"", HD",13 MP,20 MP, 32 GB, 4 GB,Pin: Li-Ion 3000 mAh,5.990.000 Đ
Vivo Xplay 5 chính hãng," Super AMOLED, 5.43"", Quad HD (2K)",16 MP,8.0 MP, 128 GB, 4 GB,Pin: Li-Ion 3600 mAh,2.490.000 Đ
Vivo V1 Max chính hãng," IPS LCD, 5.5"", HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 2720 mAh,3.490.000 Đ
Vivo V1 chính hãng," IPS LCD, 5.0"", HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 2300 mAh,2.490.000 Đ
Vivo Y51 chính hãng," IPS LCD, 5.0"", qHD",8.0 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2350 mAh,2.190.000 Đ
Vivo Y31 chính hãng," IPS LCD, 4.7"", HD",8.0 MP,2.0 MP, 8 GB, 1 GB,Pin: Li-Po 2100 mAh,1.690.000 Đ
W E10 Ram 2G/16G Chính Hãng," IPS LCD, 5.5"", HD",8.0 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2500 mAh,1.590.000 Đ
W-F101," IPS LCD, 5.5"", HD",13 MP,8.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2500 mAh,Liên hệ
W-F100," IPS LCD, 5.0"", HD",8.0 MP,2.0 MP, 8 GB, 1 GB,Pin: Li-Ion 2000 mAh,Liên hệ
"Fujitsu Docomo F-08d, T-01D", ,13.1 MP,0.3 MP, 4 GB, 1 GB,Pin: Li-Ion 1400 mAh,Liên hệ
FUJITSU GLOBE-TROTTER (F-12C)," TFT, 3.7"", VGA",8.1 MP,Không, 1 GB, 512 MB,Pin: Li-Ion 1460 mAh,Liên hệ
Fujitsu Arrow NX F06E (64G - Chống Nước)," IPS LCD, 5.2"", Full HD",16.3 MP,1.2 MP, 64 GB, 2 GB,Pin: Li-Ion 3020 mAh,Liên hệ
Docomo Arrows X (F-05D)," TFT, 4.3"", HD",13.1 MP,1.3 MP, 8 GB, 1 GB,Pin: Li-Ion 1400 mAh,Liên hệ
Sharp Aquos Ever SH-04G Cũ," TFT, 5.0"", HD",13.1 MP,2.1 MP, 16 GB, 2 GB,Pin: Li-Ion 2450 mAh,1.290.000 Đ
Sharp AQUOS ZETA SH-04F Cũ," IGZO, 5.4"", HD",13.1 MP,2.1 MP, 32 GB, 2 GB,Pin: Li-Ion 3300 mAh,Liên hệ
"Sharp Aquos SH-01D (Màn 3D, Chống Nước, 12.1MP)"," AVS LCD, 4.5"", HD",12.1 MP,0.3 MP, 4 GB, 1 GB,Pin: Li-Ion 1520 mAh,Liên hệ
Docomo Fujitsu F-04E (64G - Chống Nước) QSD," IPS LCD, 4.7"", HD",13.1 MP,2.0 MP, 64 GB, 2 GB,Pin: Li-Ion 2420 mAh,Liên hệ
"Fujitsu Arrows Kiss F-03E (Mới 100%, vân tay, chống nước)"," TFT, 4.0"", qHD",8.1 MP,1.3 MP, 8 GB, 1 GB,Pin: Li-Ion 1810 mAh,Liên hệ
DOCOMO Fujitsu Arrow NX F-05F cũ," TFT LCD, 5.0"", Full HD",20.7 MP,1.3 MP, 32 GB, 2 GB,Pin: Li-Ion 3200 mAh,Liên hệ
Sharp Aquos Xx Mini (SHL24/303SH cũ)," IGZO, 4.5"", Full HD",13.1 MP,1.2 MP, 32 GB, 2 GB,Pin: Li-Ion 2120 mAh,990.000 Đ
Sharp Aquos Xx 404sh cũ," S-CG LCD, 5.7"", Full HD",13.1 MP,2.1 MP, 32 GB, ,Pin: Li-Ion 3000 mAh,990.000 Đ
Sharp AQUOS Xx 203SH," AVS LCD, 4.9"", HD",16 MP,1.3 MP, 32 GB, 2 GB,Pin: Li-Ion 3200 mAh,Liên hệ
"Fujitsu Arrows X F-02E (Ram 2G,16MPx, chống nước)"," IPS LCD, 5.0"", Full HD",16.3 MP,1.3 MP, 32 GB, 2 GB,Pin: Li-Ion 2420 mAh,Liên hệ
"Fujitsu Arrow Kiss F-03D (Mới 100%, chống nước)"," TFT, 3.7"", VGA",8.0 MP,1.3 MP, 1 GB, 512 MB,Pin: Li-Ion 1460 mAh,Liên hệ
Sharp Aquos SH-01G cũ," IGZO, 5.5"", Full HD",13.1 MP,2.1 MP, 32 GB, 2 GB,Pin: Li-Ion 3300 mAh,1.390.000 Đ
Blackberry Priv Nguyên Seal (Made in Mexico)," AMOLED, 5.4"", Quad HD (2K)",18 MP,2.0 MP, 32 GB, 3 GB,Pin: Li-Ion 3410 mAh,6.990.000 Đ
Blackberry KEYone Chính Hãng," IPS LCD, 4.5"", Full HD",12 MP,8.0 MP, 32/64 GB, 3 GB,Pin: Li-Ion 3505 mAh,14.990.000 Đ
BlackBerry Passport," IPS LCD, 4.5"", Full HD",13 MP,2.0 MP, 32 GB, 3 GB,Pin: Li-Ion 3450 mAh,4.390.000 Đ
Blackberry Bold 9930 Mới 100% Fullbox," TFT, 4.8"", VGA",5.0 MP,Không, 8 GB, 768 MB,Pin: Li-Ion 1230 mAh,1.490.000 Đ
BlackBerry DTEK50 chính hãng," IPS LCD, 5.2"", Full HD",13 MP,8.0 MP, 16 GB, 3 GB,Pin: Li-Ion 2610 mAh,5.990.000 Đ
BlackBerry Classic (Q20) Chính Hãng," IPS LCD, 3.5"", HD",8.0 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2515 mAh,8.490.000 Đ
BlackBerry Passport Chính hãng," IPS LCD, 4.5"", Full HD",13 MP,2.0 MP, 32 GB, 3 GB,Pin: Li-Ion 3450 mAh,5.990.000 Đ
Blackberry Passport Silver Mới Trần (Không Hộp)," IPS LCD, 4.5"", Full HD",13 MP,2.0 MP, 32 GB, 3 GB,Pin: Li-Ion 3450 mAh,5.490.000 Đ
Blackberry Bold 9000 (Mới 100% Nobox)," TFT, 2.6"", HVGA",2.0 MP,Không, 1 GB, 128 MB,Pin: Li-Ion 1500 mAh,790.000 Đ
BlackBerry Passport Silver Edition chính hãng," IPS LCD, 4.5"", Full HD",13 MP,2.0 MP, 32 GB, 3 GB,Pin: Li-Ion 3450 mAh,5.990.000 Đ
BlackBerry Q10 chính hãng (Thailand Edition)," Super AMOLED, 3.1"", HD",8.0 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2100 mAh,3.490.000 Đ
Blackberry Pearl 8120 ( Nobox mới 100%)," TFT, 2.2"", HQVGA",2.0 MP,Không, 64 MB, 32 MB,Pin: Li-Ion 900 mAh,490.000 Đ
BlackBerry Porsche Design P’9981," TFT, 2.8"", VGA",5.0 MP,Không, 8 GB, 768 MB,Pin: Li-Ion 1230 mAh,15.900.000 Đ
Blackberry Bold 9930 Likenew," TFT, 4.8"", VGA",5.0 MP,Không, 8 GB, 768 MB,Pin: Li-Ion 1230 mAh,1.390.000 Đ
BlackBerry Porsche Design P’9982," 4.2"", HD",8.0 MP,2.0 MP, 64 GB, 2 GB,Pin: Li-Ion 1800 mAh,16.690.000 Đ
BlackBerry Z10 (STL100-3 Mới 100%)," 4.2"", HD",8.0 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Ion 1800 mAh,2.000.000 Đ
Blackberry Bold 9700 ( Nobox mới 100%)," TFT, 2.44"", HVGA",3.15 MP,Không, 256 MB, 256 MB,Pin: Li-Ion 1500 mAh,990.000 Đ
Blackberry Z30 quốc tế fullbox," Super LCD, 5.0"", HD",8.0 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2880 mAh,4.690.000 Đ
BlackBerry DTEK60 chính hãng," AMOLED, 5.5"", QuadHD (2K)",21 MP,8.0 MP, 32 GB, 4 GB,Pin: Li-Ion 3000 mAh,13.490.000 Đ
BlackBerry Leap chính hãng," IPS LCD, 5.0"", HD",8.0 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2800 mAh,4.290.000 Đ
BlackBerry Aurora," IPS LCD, 5.5"", HD",13 MP,8.0 MP, 32 GB, 4 GB,Pin: Li-Ion 3000 mAh,Liên hệ
Blackberry Pearl 8110 ( Nobox mới 100%)," TFT, 2.2"", HQVGA",2.0 MP,Không, 64 MB, 32 MB,Pin: Li-Ion 900 mAh,490.000 Đ
Blackberry Z30 chính hãng," Super LCD, 5.0"", HD",8.0 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2880 mAh,6.390.000 Đ
BlackBerry Z3 Chính hãng," TFT, 5"", qHD",5.0 MP,1.1 MP, 8 GB, 1.5 GB,Pin: Li-Ion 2500 mAh,3.990.000 Đ
BlackBerry Q10 Chính Hãng," Super AMOLED, 3.1"", HD",8.0 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2100 mAh,5.490.000 Đ
Blackberry 8900 Javelin ( Nobox mới 100%)," TFT, 2.4"", QVGA",3.15 MP,Không, 256 MB, 256 MB,Pin: Li-Ion 1400 mAh,690.000 Đ
BlackBerry Z10 (STL100-3 Likenew FullBox)," 4.2"", HD",8.0 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Ion 1800 mAh,2.690.000 Đ
BlackBerry Z3 cũ 99%," TFT, 5"", qHD",5.0 MP,1.1 MP, 8 GB, 1.5 GB,Pin: Li-Ion 2500 mAh,3.590.000 Đ
iPhone 7 32Gb Mới Chính Hãng," IPS LCD, 4.7"", HD",12 MP,7.0 MP, 32 GB, 2 GB,Pin: Li-Po 1960 mAh,8.290.000 Đ
Huawei Gplay Mini chính hãng," IPS LCD, 5.0"", HD",13 MP,5.0 MP, 8 GB, 2 GB,Pin: Li-Ion 2550 mAh,2.490.000 Đ
Huawei Honor 4C chính hãng," IPS LCD, 5.0"", HD",13 MP,5.0 MP, 8 GB, 2 GB,Pin: Li-Ion 2550 mAh,3.240.000 Đ
Huawei P8 chính hãng," IPS LCD, 5.2"", Full HD",13 MP,8.0 MP, 16/64 GB, 3 GB,Pin: Li-Po 2680 mAh,5.390.000 Đ
HUAWEI P8 Lite chính hãng," IPS LCD, 5.0"", HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2200 mAh,2.990.000 Đ
Huawei Y541 Chính hãng," TFT, 4.5"", FWVGA",8.0 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Ion 1730 mAh,1.290.000 Đ
Huawei Y625 Chính hãng," IPS LCD, 5.0"", FWVGA",8.0 MP,2.0 MP, 4 GB, 1 GB,Pin: Li-Po 2000 mAh,2.590.000 Đ
Huawei MediaPad T1 7.0," IPS LCD, 7.0"", WSVGA",2.0 MP,2.0 MP, 8 GB, 1 GB,Pin: Li-Ion 4100 mAh,1.790.000 Đ
Huawei Honor 4X chính hãng," AMOLED, 5.5"", HD",13 MP,5.0 MP, 8 GB, 2 GB,Pin: Li-Po 3000 mAh,1.990.000 Đ
Huawei X3 (LG U+)," IPS LCD, 5.0"", Full HD",13 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Po 3000 mAh,3.890.000 Đ
